date,open,high,low,close
2002-03-01,1521.528,1521.567,1501.556,1502.54
2002-03-04,1497.827,1527.4,1494.834,1526.804
2002-03-05,1529.298,1566.066,1529.298,1560.079
2002-03-06,1564.694,1594.667,1563.923,1569.208
2002-03-07,1569.172,1613.256,1569.073,1613.001
2002-03-08,1622.869,1645.292,1611.228,1640.256
2002-03-11,1643.59,1664.519,1632.615,1664.094
2002-03-12,1665.237,1672.039,1641.583,1643.692
2002-03-13,1636.945,1655.634,1621.797,1623.432
2002-03-14,1621.079,1665.785,1621.079,1665.151
2002-03-15,1671.825,1676.506,1620.562,1620.976
2002-03-18,1641.429,1657.678,1610.993,1623.884
2002-03-19,1624.319,1665.622,1624.29,1665.357
2002-03-20,1673.265,1686.105,1664.368,1682.51
2002-03-21,1686.946,1693.873,1675.245,1685.017
2002-03-22,1684.071,1684.461,1659.516,1669.694
2002-03-25,1667.853,1677.045,1663.395,1675.289
2002-03-26,1674.704,1675.21,1641.914,1649.484
2002-03-27,1646.679,1655.176,1635.816,1654.231
2002-03-28,1653.983,1666.515,1645.34,1650.673
2002-03-29,1648.087,1648.087,1596.254,1603.905
2002-04-01,1598.026,1609.917,1589.407,1608.506
2002-04-02,1608.519,1610.727,1575.972,1582.883
2002-04-03,1582.744,1603.798,1582.672,1594.508
2002-04-04,1595.018,1643.54,1583.634,1641.699
2002-04-05,1650.504,1657.094,1628.546,1634.643
2002-04-08,1633.831,1643.676,1631.067,1640.65
2002-04-09,1641.847,1671.863,1640.692,1667.522
2002-04-10,1670.802,1677.938,1663.473,1677.658
2002-04-11,1679.341,1680.298,1649.269,1649.53
2002-04-12,1648.454,1664.415,1648.454,1658.979
2002-04-15,1660.572,1664.524,1638.638,1649.5
2002-04-16,1647.508,1654.744,1635.751,1640.285
2002-04-17,1641.724,1649.433,1630.228,1644.395
2002-04-18,1644.147,1646.252,1626.034,1628.137
2002-04-19,1625.249,1635.529,1603.956,1635.172
2002-04-22,1633.642,1637.185,1619.158,1627.48
2002-04-23,1626.63,1634.863,1621.866,1624.546
2002-04-24,1623.468,1626.385,1609.205,1611.051
2002-04-25,1609.936,1616.763,1603.637,1615.919
2002-04-26,1615.519,1643.153,1615.519,1640.589
2002-04-29,1643.549,1667.159,1640.559,1665.812
2002-04-30,1668.313,1673.75,1657.817,1667.749
2002-05-08,1669.871,1670.917,1651.691,1652.368
2002-05-09,1648.46,1659.252,1646.816,1650.578
2002-05-10,1650.913,1652.288,1636.86,1638.198
2002-05-13,1634.901,1634.916,1618.464,1623.94
2002-05-14,1622.331,1629.881,1613.554,1616.231
2002-05-15,1614.9,1618.14,1597.916,1598.354
2002-05-16,1592.236,1592.237,1546.941,1549.501
2002-05-17,1549.083,1570.149,1540.576,1567.497
2002-05-20,1564.968,1564.982,1529.348,1541.53
2002-05-21,1575.022,1599.113,1564.546,1588.108
2002-05-22,1590.794,1591.034,1563.164,1564.489
2002-05-23,1571.075,1585.742,1568.104,1571.611
2002-05-24,1572.938,1574.134,1544.423,1549.466
2002-05-27,1555.042,1562.633,1545.622,1555.048
2002-05-28,1557.624,1569.411,1557.232,1558.524
2002-05-29,1558.131,1558.145,1520.125,1524.806
2002-05-30,1524.218,1530.773,1506.542,1523.522
2002-05-31,1523.014,1532.034,1513.257,1515.733
2002-06-03,1510.247,1510.259,1480.085,1483.348
2002-06-04,1484.008,1498.051,1474.363,1490.514
2002-06-05,1491.074,1491.074,1460.481,1462.0
2002-06-06,1458.611,1532.735,1455.305,1521.263
2002-06-07,1522.879,1540.825,1508.43,1529.507
2002-06-10,1529.336,1529.378,1511.257,1517.23
2002-06-11,1515.993,1534.377,1515.746,1530.963
2002-06-12,1531.75,1531.75,1513.919,1524.842
2002-06-13,1524.772,1529.436,1511.219,1511.711
2002-06-14,1508.642,1508.647,1493.244,1494.246
2002-06-17,1489.135,1496.839,1481.246,1496.242
2002-06-18,1496.831,1527.765,1496.805,1524.068
2002-06-19,1523.953,1524.011,1506.432,1507.668
2002-06-20,1511.115,1528.358,1510.528,1516.151
2002-06-21,1517.275,1564.922,1517.255,1562.722
2002-06-24,1704.698,1709.066,1647.498,1707.313
2002-06-25,1718.234,1748.89,1690.613,1706.591
2002-06-26,1698.11,1719.084,1684.913,1712.91
2002-06-27,1714.744,1730.673,1706.14,1723.545
2002-06-28,1724.727,1747.233,1710.999,1732.755
2002-07-01,1736.293,1740.381,1712.772,1713.705
2002-07-02,1707.447,1725.894,1698.832,1724.949
2002-07-03,1727.09,1736.078,1719.622,1730.919
2002-07-04,1731.899,1735.829,1710.288,1713.135
2002-07-05,1709.842,1722.48,1704.187,1722.188
2002-07-08,1723.579,1737.859,1721.124,1732.934
2002-07-09,1733.834,1741.918,1724.391,1729.986
2002-07-10,1728.517,1729.734,1698.829,1701.824
2002-07-11,1698.213,1712.199,1689.223,1696.94
2002-07-12,1696.644,1706.437,1693.211,1698.298
2002-07-15,1696.808,1697.379,1685.538,1687.945
2002-07-16,1687.666,1704.769,1686.81,1691.623
2002-07-17,1692.447,1702.236,1680.199,1701.718
2002-07-18,1703.808,1711.686,1695.396,1704.912
2002-07-19,1706.359,1714.09,1703.381,1713.861
2002-07-22,1712.018,1712.326,1678.499,1681.009
2002-07-23,1676.904,1684.655,1670.379,1673.861
2002-07-24,1673.682,1679.663,1667.44,1672.4
2002-07-25,1675.473,1682.886,1662.38,1665.109
2002-07-26,1665.089,1670.231,1656.823,1657.499
2002-07-29,1654.925,1665.955,1647.265,1665.674
2002-07-30,1666.579,1672.12,1656.852,1669.002
2002-07-31,1667.623,1671.48,1649.007,1651.594
2002-08-01,1650.054,1659.966,1639.225,1653.008
2002-08-02,1653.638,1662.715,1653.167,1661.871
2002-08-05,1661.404,1661.581,1652.4,1653.957
2002-08-06,1652.942,1679.811,1649.893,1670.619
2002-08-07,1670.173,1670.808,1663.927,1668.065
2002-08-08,1668.513,1675.302,1657.468,1659.802
2002-08-09,1658.443,1658.772,1642.771,1647.046
2002-08-12,1642.477,1642.593,1633.094,1634.566
2002-08-13,1633.677,1642.411,1633.547,1636.632
2002-08-14,1636.889,1647.086,1635.287,1646.722
2002-08-15,1646.616,1647.07,1632.133,1634.366
2002-08-16,1632.961,1652.98,1624.049,1646.792
2002-08-19,1645.931,1650.086,1641.403,1644.301
2002-08-20,1644.616,1673.915,1644.248,1671.351
2002-08-21,1671.991,1677.954,1668.364,1673.549
2002-08-22,1672.696,1696.277,1672.427,1686.111
2002-08-23,1686.296,1688.124,1679.115,1683.207
2002-08-26,1682.136,1682.316,1668.823,1670.685
2002-08-27,1670.627,1680.063,1670.112,1679.691
2002-08-28,1680.754,1683.505,1675.525,1676.77
2002-08-29,1676.858,1680.173,1665.724,1667.318
2002-08-30,1666.979,1669.14,1664.822,1666.618
2002-09-02,1666.341,1669.905,1663.172,1668.774
2002-09-03,1669.585,1680.279,1669.577,1674.07
2002-09-04,1674.453,1675.965,1662.489,1663.972
2002-09-05,1662.892,1662.899,1639.821,1641.807
2002-09-06,1639.888,1644.795,1629.928,1631.384
2002-09-09,1628.452,1628.452,1617.009,1621.582
2002-09-10,1620.282,1627.35,1619.33,1625.111
2002-09-11,1625.326,1626.842,1605.977,1620.355
2002-09-12,1619.94,1631.665,1614.599,1624.558
2002-09-13,1624.502,1626.069,1621.424,1625.759
2002-09-16,1624.133,1624.137,1598.74,1604.083
2002-09-17,1603.457,1612.015,1593.981,1604.881
2002-09-18,1603.613,1605.216,1593.526,1594.584
2002-09-19,1593.573,1623.653,1585.068,1619.354
2002-09-20,1618.2,1618.2,1602.885,1604.913
2002-09-23,1602.276,1604.295,1597.287,1602.591
2002-09-24,1602.203,1602.285,1594.282,1596.732
2002-09-25,1595.806,1602.354,1590.494,1597.837
2002-09-26,1597.854,1599.983,1586.53,1587.649
2002-09-27,1587.243,1591.837,1577.53,1581.618
2002-10-08,1577.052,1577.052,1558.476,1562.993
2002-10-09,1570.649,1571.523,1534.911,1535.366
2002-10-10,1532.181,1542.564,1528.352,1530.407
2002-10-11,1532.136,1536.873,1521.911,1524.051
2002-10-14,1522.872,1532.63,1509.136,1531.676
2002-10-15,1531.581,1534.58,1522.101,1524.728
2002-10-16,1524.908,1548.525,1524.908,1537.388
2002-10-17,1537.965,1538.794,1511.398,1513.097
2002-10-18,1511.177,1523.831,1500.543,1519.539
2002-10-21,1519.205,1525.256,1512.327,1524.925
2002-10-22,1525.08,1553.865,1525.065,1548.104
2002-10-23,1549.766,1550.088,1539.476,1548.965
2002-10-24,1549.785,1550.431,1535.9,1536.52
2002-10-25,1535.796,1542.592,1517.415,1520.313
2002-10-28,1518.086,1518.601,1500.007,1502.716
2002-10-29,1501.381,1511.765,1488.679,1510.882
2002-10-30,1511.112,1513.461,1498.448,1509.707
2002-10-31,1510.03,1521.871,1505.999,1507.496
2002-11-01,1507.383,1511.095,1498.213,1510.76
2002-11-04,1516.22,1532.226,1515.072,1531.842
2002-11-05,1533.81,1565.227,1532.288,1558.239
2002-11-06,1558.914,1559.225,1548.728,1552.561
2002-11-07,1554.043,1559.821,1546.265,1554.237
2002-11-08,1569.999,1573.104,1517.391,1522.187
2002-11-11,1519.603,1526.132,1501.989,1504.403
2002-11-12,1504.576,1517.717,1481.161,1485.913
2002-11-13,1483.712,1491.236,1461.26,1490.464
2002-11-14,1488.914,1489.14,1459.709,1460.795
2002-11-15,1455.98,1481.22,1451.392,1463.691
2002-11-18,1463.724,1468.325,1447.491,1451.29
2002-11-19,1450.703,1464.763,1441.731,1462.174
2002-11-20,1459.212,1459.212,1423.803,1425.843
2002-11-21,1421.233,1421.233,1389.289,1390.629
2002-11-22,1392.574,1408.999,1375.539,1395.497
2002-11-25,1393.341,1403.513,1383.09,1398.438
2002-11-26,1398.438,1408.793,1371.007,1371.167
2002-11-27,1365.824,1383.997,1353.139,1378.752
2002-11-28,1378.142,1417.848,1372.381,1417.525
2002-11-29,1420.429,1450.187,1409.2,1434.182
2002-12-02,1432.029,1432.029,1394.911,1395.675
2002-12-03,1391.718,1409.889,1388.513,1408.843
2002-12-04,1414.887,1432.898,1406.613,1414.454
2002-12-05,1411.89,1411.89,1395.079,1404.88
2002-12-06,1404.925,1416.997,1396.205,1405.525
2002-12-09,1404.513,1410.794,1395.926,1400.867
2002-12-10,1400.558,1406.895,1383.569,1383.84
2002-12-11,1381.399,1383.152,1367.312,1379.195
2002-12-12,1378.817,1399.766,1378.813,1383.91
2002-12-13,1375.779,1401.602,1367.934,1396.898
2002-12-16,1397.721,1409.943,1392.888,1408.515
2002-12-17,1409.173,1418.205,1403.584,1416.096
2002-12-18,1416.671,1424.478,1409.835,1411.719
2002-12-19,1411.276,1414.288,1402.642,1413.597
2002-12-20,1414.345,1431.364,1410.46,1427.936
2002-12-23,1429.951,1439.85,1429.293,1430.199
2002-12-24,1429.531,1431.124,1420.38,1430.827
2002-12-25,1431.588,1433.787,1420.93,1421.515
2002-12-26,1419.965,1420.003,1382.358,1384.152
2002-12-27,1379.328,1389.328,1367.852,1382.971
2002-12-30,1379.737,1379.753,1358.433,1366.362
2002-12-31,1364.968,1370.526,1348.714,1357.654
2003-01-02,1347.433,1351.344,1317.468,1320.63
2003-01-03,1317.583,1323.628,1312.796,1319.868
2003-01-06,1319.688,1334.887,1311.684,1334.679
2003-01-07,1335.632,1346.819,1326.191,1332.061
2003-01-08,1331.441,1373.116,1330.451,1372.067
2003-01-09,1374.618,1402.286,1365.37,1397.384
2003-01-10,1398.377,1411.374,1384.63,1384.859
2003-01-13,1381.87,1391.187,1378.647,1386.314
2003-01-14,1386.897,1476.912,1386.592,1466.851
2003-01-15,1477.454,1485.795,1448.271,1459.92
2003-01-16,1458.866,1486.059,1454.546,1485.618
2003-01-17,1488.265,1492.723,1472.96,1478.675
2003-01-20,1475.711,1482.943,1458.117,1482.681
2003-01-21,1485.87,1489.551,1454.611,1454.891
2003-01-22,1448.826,1463.938,1446.348,1460.53
2003-01-23,1460.249,1470.327,1448.701,1450.616
2003-01-24,1449.504,1483.557,1448.011,1479.07
2003-01-27,1481.609,1500.384,1480.967,1496.157
2003-01-28,1497.098,1502.432,1489.165,1500.639
2003-01-29,1501.286,1508.588,1498.372,1499.815
2003-02-10,1499.166,1499.641,1477.517,1480.169
2003-02-11,1478.046,1492.894,1476.874,1492.764
2003-02-12,1493.248,1510.985,1486.313,1510.671
2003-02-13,1512.285,1519.29,1502.431,1504.338
2003-02-14,1503.373,1515.255,1500.983,1510.95
2003-02-17,1510.64,1514.636,1490.918,1496.523
2003-02-18,1495.141,1500.293,1488.827,1496.468
2003-02-19,1496.651,1511.132,1490.022,1510.803
2003-02-20,1513.007,1517.766,1507.227,1509.486
2003-02-21,1508.077,1508.129,1476.415,1478.871
2003-02-24,1476.07,1488.072,1474.471,1481.936
2003-02-25,1481.106,1511.649,1481.106,1511.275
2003-02-26,1513.493,1515.457,1506.553,1513.175
2003-02-27,1514.024,1524.751,1508.747,1513.704
2003-02-28,1512.865,1514.502,1501.424,1511.932
2003-03-03,1511.585,1525.699,1511.045,1525.483
2003-03-04,1527.449,1529.752,1517.859,1524.304
2003-03-05,1524.077,1524.123,1508.251,1517.179
2003-03-06,1516.601,1517.348,1494.241,1498.343
2003-03-07,1495.694,1502.428,1489.384,1493.093
2003-03-10,1492.209,1496.164,1467.639,1468.919
2003-03-11,1467.551,1473.955,1463.584,1469.548
2003-03-12,1468.747,1475.287,1458.5,1475.008
2003-03-13,1475.037,1477.858,1463.33,1464.649
2003-03-14,1464.992,1471.499,1461.351,1466.044
2003-03-17,1465.144,1469.533,1453.368,1469.274
2003-03-18,1468.986,1478.995,1458.979,1459.892
2003-03-19,1458.582,1475.844,1452.592,1469.96
2003-03-20,1469.663,1477.253,1460.799,1464.54
2003-03-21,1464.184,1475.809,1461.915,1474.657
2003-03-24,1474.591,1477.974,1470.435,1477.766
2003-03-25,1478.053,1478.405,1461.754,1462.4
2003-03-26,1461.321,1465.425,1452.891,1456.271
2003-03-27,1455.439,1507.668,1447.014,1499.347
2003-03-28,1498.455,1508.263,1488.601,1491.941
2003-03-31,1491.391,1511.22,1490.986,1510.578
2003-04-01,1513.001,1525.235,1508.844,1522.546
2003-04-02,1522.491,1525.769,1516.788,1521.32
2003-04-03,1521.356,1522.671,1510.512,1511.729
2003-04-04,1510.222,1521.783,1509.61,1521.128
2003-04-07,1521.898,1530.371,1512.5,1515.132
2003-04-08,1515.645,1523.947,1513.235,1520.551
2003-04-09,1519.985,1545.336,1510.344,1543.674
2003-04-10,1546.507,1559.869,1541.289,1551.18
2003-04-11,1552.004,1581.699,1548.529,1576.86
2003-04-14,1581.38,1616.654,1581.204,1616.072
2003-04-15,1619.95,1632.092,1606.726,1631.47
2003-04-16,1633.53,1649.603,1598.828,1606.24
2003-04-17,1606.233,1621.229,1595.627,1613.604
2003-04-18,1616.905,1620.806,1596.668,1603.077
2003-04-21,1598.504,1598.583,1557.121,1571.714
2003-04-22,1570.574,1575.796,1563.589,1568.692
2003-04-23,1568.133,1569.785,1540.067,1541.96
2003-04-24,1538.58,1542.106,1492.904,1503.59
2003-04-25,1501.569,1513.332,1481.068,1487.147
2003-04-28,1483.466,1538.594,1473.266,1537.691
2003-04-29,1535.88,1535.88,1508.32,1509.313
2003-04-30,1511.154,1539.573,1510.601,1521.444
2003-05-12,1522.981,1536.893,1511.871,1531.867
2003-05-13,1533.08,1534.803,1481.745,1485.307
2003-05-14,1480.111,1523.324,1477.252,1522.924
2003-05-15,1524.499,1555.557,1516.425,1555.285
2003-05-16,1555.907,1560.724,1543.167,1554.452
2003-05-19,1557.294,1563.107,1546.752,1555.447
2003-05-20,1553.691,1553.845,1530.667,1535.52
2003-05-21,1534.601,1547.314,1530.046,1533.483
2003-05-22,1532.185,1546.393,1522.187,1546.113
2003-05-23,1547.155,1571.689,1547.089,1560.955
2003-05-26,1563.205,1574.386,1561.04,1569.512
2003-05-27,1572.308,1575.626,1558.126,1568.341
2003-05-28,1569.328,1576.624,1549.062,1551.811
2003-05-29,1549.052,1568.542,1543.341,1568.156
2003-05-30,1570.92,1581.612,1567.28,1576.261
2003-06-02,1577.987,1578.868,1564.611,1576.528
2003-06-03,1577.078,1582.412,1561.082,1562.237
2003-06-04,1560.667,1574.768,1546.621,1574.111
2003-06-05,1575.308,1575.635,1555.449,1556.249
2003-06-06,1553.195,1557.763,1538.097,1538.92
2003-06-09,1536.273,1548.141,1527.835,1530.215
2003-06-10,1529.533,1541.386,1529.515,1538.762
2003-06-11,1540.716,1566.902,1540.704,1565.84
2003-06-12,1566.921,1569.126,1556.529,1562.106
2003-06-13,1562.609,1572.413,1560.301,1566.766
2003-06-16,1568.188,1569.547,1555.372,1559.705
2003-06-17,1559.122,1564.945,1552.434,1557.175
2003-06-18,1556.894,1565.917,1552.829,1553.877
2003-06-19,1554.016,1557.376,1530.376,1538.754
2003-06-20,1537.498,1542.417,1528.301,1529.47
2003-06-23,1524.577,1524.909,1509.434,1511.365
2003-06-24,1509.107,1515.843,1504.724,1512.429
2003-06-25,1512.487,1515.923,1498.958,1502.077
2003-06-26,1500.343,1517.208,1486.081,1515.375
2003-06-27,1516.814,1516.866,1494.445,1497.054
2003-06-30,1493.69,1500.969,1483.686,1486.024
2003-07-01,1485.521,1502.571,1482.82,1484.704
2003-07-02,1485.445,1499.971,1477.873,1499.682
2003-07-03,1501.903,1507.706,1497.742,1504.436
2003-07-04,1504.597,1510.172,1497.462,1502.349
2003-07-07,1500.851,1503.81,1490.967,1501.484
2003-07-08,1501.621,1513.554,1500.98,1512.019
2003-07-09,1512.338,1513.277,1499.337,1503.314
2003-07-10,1503.509,1532.192,1501.709,1531.927
2003-07-11,1532.641,1535.975,1523.244,1528.854
2003-07-14,1528.393,1529.329,1519.119,1521.414
2003-07-15,1521.564,1531.004,1516.893,1525.439
2003-07-16,1525.499,1529.817,1520.412,1529.491
2003-07-17,1529.972,1540.194,1529.356,1539.358
2003-07-18,1539.049,1539.061,1506.487,1507.162
2003-07-21,1501.39,1504.708,1483.573,1495.885
2003-07-22,1499.893,1510.308,1485.464,1498.485
2003-07-23,1499.307,1505.312,1491.664,1502.148
2003-07-24,1503.058,1503.381,1491.199,1493.451
2003-07-25,1494.578,1502.639,1471.286,1477.651
2003-07-28,1474.736,1474.743,1464.866,1470.393
2003-07-29,1470.392,1480.584,1469.933,1477.296
2003-07-30,1477.414,1483.067,1468.822,1479.652
2003-07-31,1480.013,1482.598,1474.14,1476.742
2003-08-01,1476.47,1478.359,1464.978,1476.969
2003-08-04,1476.824,1494.416,1471.89,1494.365
2003-08-05,1494.486,1497.008,1488.967,1494.312
2003-08-06,1493.026,1493.389,1482.685,1486.252
2003-08-07,1485.741,1497.102,1485.062,1487.37
2003-08-08,1487.166,1487.408,1468.438,1471.272
2003-08-11,1469.262,1474.723,1462.724,1474.413
2003-08-12,1473.987,1484.585,1472.388,1479.283
2003-08-13,1479.669,1481.115,1465.06,1465.827
2003-08-14,1464.381,1475.022,1451.608,1455.899
2003-08-15,1454.684,1457.633,1447.11,1450.203
2003-08-18,1449.668,1451.666,1442.481,1445.089
2003-08-19,1444.659,1453.446,1444.23,1449.712
2003-08-20,1449.496,1450.471,1432.753,1441.664
2003-08-21,1441.776,1442.858,1434.313,1441.09
2003-08-22,1438.786,1446.276,1436.902,1438.883
2003-08-25,1434.212,1434.212,1419.263,1422.176
2003-08-26,1420.854,1428.413,1417.832,1425.212
2003-08-27,1425.145,1432.35,1420.354,1425.362
2003-08-28,1425.734,1428.346,1414.879,1415.693
2003-08-29,1414.414,1422.351,1406.681,1421.983
2003-09-01,1423.353,1450.041,1420.123,1449.816
2003-09-02,1450.506,1456.553,1442.009,1446.512
2003-09-03,1446.278,1451.225,1438.693,1447.85
2003-09-04,1447.765,1453.429,1443.383,1447.425
2003-09-05,1446.937,1446.975,1424.168,1431.533
2003-09-08,1429.463,1429.56,1421.141,1425.727
2003-09-09,1424.693,1429.711,1414.882,1420.074
2003-09-10,1419.519,1424.774,1415.723,1423.177
2003-09-11,1422.9,1429.555,1421.821,1423.96
2003-09-12,1426.34,1426.806,1407.952,1409.162
2003-09-15,1407.807,1416.076,1394.269,1397.54
2003-09-16,1396.753,1406.723,1389.486,1406.104
2003-09-17,1406.248,1406.367,1386.781,1389.822
2003-09-18,1388.092,1395.201,1383.4,1390.485
2003-09-19,1390.84,1395.603,1383.717,1391.37
2003-09-22,1392.897,1395.069,1378.323,1381.443
2003-09-23,1380.849,1390.351,1372.854,1390.174
2003-09-24,1391.404,1396.945,1386.788,1394.229
2003-09-25,1394.494,1394.737,1374.791,1376.291
2003-09-26,1374.602,1377.871,1367.746,1370.843
2003-09-29,1369.437,1369.477,1353.245,1355.335
2003-09-30,1354.648,1371.073,1348.222,1367.161
2003-10-08,1366.201,1373.081,1359.497,1371.685
2003-10-09,1371.681,1379.99,1367.65,1369.174
2003-10-10,1369.004,1406.002,1367.109,1404.008
2003-10-13,1405.329,1411.88,1397.693,1399.658
2003-10-14,1399.843,1400.747,1382.481,1388.172
2003-10-15,1388.245,1401.537,1380.808,1383.098
2003-10-16,1381.46,1382.532,1362.983,1365.505
2003-10-17,1365.313,1375.656,1362.415,1370.582
2003-10-20,1369.711,1370.487,1355.552,1359.498
2003-10-21,1359.51,1364.605,1350.208,1364.301
2003-10-22,1366.105,1403.101,1363.092,1398.01
2003-10-23,1398.587,1407.39,1384.639,1386.653
2003-10-24,1385.898,1389.875,1376.714,1381.83
2003-10-27,1381.836,1383.597,1361.191,1369.463
2003-10-28,1365.998,1382.597,1356.488,1369.325
2003-10-29,1372.346,1375.91,1344.423,1361.487
2003-10-30,1360.018,1360.068,1340.292,1344.633
2003-10-31,1341.504,1364.663,1334.784,1348.303
2003-11-03,1346.481,1367.336,1339.958,1364.055
2003-11-04,1363.957,1412.91,1363.901,1389.545
2003-11-05,1389.72,1396.86,1375.992,1385.11
2003-11-06,1384.67,1385.844,1351.095,1356.79
2003-11-07,1353.43,1353.454,1323.118,1335.205
2003-11-10,1330.957,1340.867,1322.048,1340.097
2003-11-11,1340.32,1350.387,1331.117,1343.616
2003-11-12,1341.569,1341.578,1316.847,1317.792
2003-11-13,1313.929,1324.983,1307.395,1319.608
2003-11-14,1318.722,1331.421,1312.788,1331.051
2003-11-17,1330.487,1333.414,1323.682,1328.103
2003-11-18,1334.654,1336.099,1314.987,1316.562
2003-11-19,1313.836,1341.563,1312.562,1338.87
2003-11-20,1338.604,1377.118,1336.14,1376.506
2003-11-21,1379.937,1394.568,1359.902,1361.559
2003-11-24,1360.328,1404.247,1360.231,1404.008
2003-11-25,1407.755,1423.582,1400.899,1408.415
2003-11-26,1407.302,1413.769,1398.032,1411.909
2003-11-27,1412.308,1415.74,1387.787,1389.103
2003-11-28,1388.312,1401.463,1385.818,1397.225
2003-12-01,1398.706,1432.821,1398.706,1432.703
2003-12-02,1437.24,1444.565,1430.237,1435.314
2003-12-03,1434.697,1462.073,1424.349,1445.026
2003-12-04,1445.4,1454.323,1440.82,1452.809
2003-12-05,1454.413,1456.866,1440.789,1451.118
2003-12-08,1452.113,1459.48,1435.139,1436.663
2003-12-09,1435.099,1443.61,1429.064,1443.366
2003-12-10,1449.567,1469.713,1448.497,1469.422
2003-12-11,1472.385,1475.377,1460.193,1470.023
2003-12-12,1469.702,1472.864,1459.549,1470.792
2003-12-15,1471.244,1474.671,1465.505,1470.357
2003-12-16,1469.119,1469.119,1441.063,1466.337
2003-12-17,1465.606,1480.433,1453.883,1453.995
2003-12-18,1450.854,1458.671,1445.08,1457.301
2003-12-19,1463.448,1470.206,1429.71,1446.285
2003-12-22,1444.173,1493.535,1441.585,1492.963
2003-12-23,1497.572,1507.035,1487.115,1500.64
2003-12-24,1501.355,1514.317,1498.98,1513.825
2003-12-25,1514.929,1525.299,1504.252,1512.597
2003-12-26,1513.113,1516.483,1504.133,1514.775
2003-12-29,1509.281,1512.975,1495.535,1496.427
2003-12-30,1495.669,1513.728,1495.391,1511.691
2003-12-31,1513.616,1516.523,1491.248,1497.044
2004-01-02,1492.724,1526.244,1491.694,1517.193
2004-01-05,1516.797,1568.815,1516.697,1568.353
2004-01-06,1568.899,1589.083,1557.927,1574.523
2004-01-07,1574.102,1594.997,1565.087,1587.204
2004-01-08,1587.451,1616.576,1582.88,1610.126
